group,image_index,unknown_class,predicted_known_class,score,threshold,semantic_interpretation
far,7161,bowl,cat,-6.128320693969727,-5.813921093940735,
far,7063,chair,airplane,-6.126552581787109,-5.813921093940735,
far,6965,mushroom,dog,-6.098613262176514,-5.813921093940735,
far,1264,keyboard,bird,-6.085236549377441,-5.813921093940735,
far,8470,sunflower,bird,-6.080495834350586,-5.813921093940735,
far,8036,clock,cat,-6.079484462738037,-5.813921093940735,
far,3942,sunflower,bird,-6.067049026489258,-5.813921093940735,
far,5845,clock,airplane,-6.0574116706848145,-5.813921093940735,
far,6594,chair,bird,-6.0293378829956055,-5.813921093940735,
far,79,clock,airplane,-6.02836275100708,-5.813921093940735,
far,5627,mushroom,deer,-6.018701553344727,-5.813921093940735,
far,2993,bottle,cat,-5.993548393249512,-5.813921093940735,
far,8378,sunflower,dog,-5.982160568237305,-5.813921093940735,
far,3282,clock,cat,-5.9796295166015625,-5.813921093940735,
far,9471,clock,deer,-5.978071689605713,-5.813921093940735,
far,4214,chair,airplane,-5.969151973724365,-5.813921093940735,
far,2463,clock,ship,-5.957668304443359,-5.813921093940735,
far,9742,keyboard,bird,-5.953339099884033,-5.813921093940735,
far,2038,sunflower,truck,-5.952500820159912,-5.813921093940735,
far,2576,chair,truck,-5.948709011077881,-5.813921093940735,
far,9044,bottle,cat,-5.936102867126465,-5.813921093940735,
far,9657,wardrobe,cat,-5.934541702270508,-5.813921093940735,
far,2300,bowl,bird,-5.925106048583984,-5.813921093940735,
far,2740,sunflower,frog,-5.921931266784668,-5.813921093940735,
far,3507,bowl,cat,-5.919663429260254,-5.813921093940735,
far,8829,mushroom,cat,-5.918981075286865,-5.813921093940735,
far,9755,bottle,frog,-5.911712169647217,-5.813921093940735,
far,1231,sunflower,bird,-5.908490180969238,-5.813921093940735,
far,7989,sunflower,bird,-5.904984474182129,-5.813921093940735,
far,4369,clock,automobile,-5.9003825187683105,-5.813921093940735,
far,6804,bowl,frog,-5.895345211029053,-5.813921093940735,
far,1415,wardrobe,truck,-5.894228458404541,-5.813921093940735,
far,9256,sunflower,bird,-5.891640663146973,-5.813921093940735,
far,3693,keyboard,bird,-5.890055179595947,-5.813921093940735,
far,8335,bowl,cat,-5.890011787414551,-5.813921093940735,
far,880,chair,cat,-5.889626502990723,-5.813921093940735,
far,9172,clock,automobile,-5.889368534088135,-5.813921093940735,
far,3347,keyboard,cat,-5.882659912109375,-5.813921093940735,
far,963,mushroom,deer,-5.877979278564453,-5.813921093940735,
far,4656,clock,dog,-5.870668888092041,-5.813921093940735,
far,8531,wardrobe,cat,-5.855100154876709,-5.813921093940735,
far,4417,mushroom,cat,-5.838325023651123,-5.813921093940735,
far,1807,clock,cat,-5.828652858734131,-5.813921093940735,
far,9344,chair,airplane,-5.826930522918701,-5.813921093940735,
